Timestamp,Level,Source,Message,Exception
2025-10-23T11:29:56.2852976,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.4, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:56.1893046,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.44, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:56.0931836,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.52, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:55.9969375,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.58, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:55.8855050,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.62, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:55.7895840,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.6, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:55.6930600,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.6, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:55.5969655,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.6, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:55.4856607,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.56, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:55.3896985,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.52, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:55.2934705,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.44, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:55.1973856,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.38, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:55.0853817,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.34, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:54.9898126,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.32, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:54.8936637,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.32, Стабилен=False, Подключено=True, Авария=False",
2025-10-23T11:29:54.7976864,Debug,Scalemon.SerialLink.ScaleProcessor,"Отправляю пакет данных: Вес=14.3, Стабилен=False, Подключено=True, Авария=False",
